chr1	794961	810209	Pilot_dr:LOC_000000059475	0	+	chr1	794976	795086	gene_id|ZFLNCT00035,ZFLNCT00036|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	1005934	1012266	Pilot_dr:LOC_000000004991	0	-	chr1	1005937	1007182	gene_id|ZFLNCT00037|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	1005934	1012266	Pilot_dr:LOC_000000004991	0	-	chr1	1009440	1009592	gene_id|ZFLNCT00037|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	1005934	1012266	Pilot_dr:LOC_000000004991	0	-	chr1	1009741	1010007	gene_id|ZFLNCT00037|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	1005934	1012266	Pilot_dr:LOC_000000004991	0	-	chr1	1011975	1012253	gene_id|ZFLNCT00037|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	1012589	1014802	Pilot_dr:LOC_000000069311	0	-	chr1	1014754	1014866	gene_id|ZFLNCT00037|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	1014387	1034299	Pilot_dr:LOC_000000003752	0	+	chr1	1015812	1016050	gene_id|ZFLNCT00038|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	1014387	1034299	Pilot_dr:LOC_000000003752	0	+	chr1	1023132	1023443	gene_id|ZFLNCT00038|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	1014387	1034299	Pilot_dr:LOC_000000003752	0	+	chr1	1032635	1032769	gene_id|ZFLNCT00038|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	1014387	1034299	Pilot_dr:LOC_000000003752	0	+	chr1	1033199	1033638	gene_id|ZFLNCT00038|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	2093976	2101270	Pilot_dr:LOC_000000033633	0	-	chr1	2093996	2094245	gene_id|ZFLNCT00067|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	2093976	2101270	Pilot_dr:LOC_000000033633	0	-	chr1	2096273	2096349	gene_id|ZFLNCT00067|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	3718680	3744556	Pilot_dr:LOC_000000004834	0	+	chr1	3718666	3718911	gene_id|ZFLNCT00081|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	3718680	3744556	Pilot_dr:LOC_000000004834	0	+	chr1	3720145	3720603	gene_id|ZFLNCT00081|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	14769737	14774710	Pilot_dr:LOC_000000010020	0	+	chr1	14769501	14770654	gene_id|ZFLNCT00268,ZFLNCT00269,ZFLNCT00269,ZFLNCT00269,ZFLNCT00268|gene_type|ZFLNC	.	+	 	 LiverRep1 	 Post-capture
chr1	19997674	19998905	Pilot_dr:LOC_000000038059	0	-	chr1	19998520	19999157	gene_id|chr4.40808285.40808543+.GIGA.-|gene_type|GIGA	.	-	 	 LiverRep1 	 Post-capture
chr1	36560245	36563218	Pilot_dr:LOC_000000067902	0	-	chr1	36560185	36561018	gene_id|chr1.36268550.36268883+.UCNE.-|gene_type|UCNE	.	-	 	 LiverRep1 	 Post-capture
chr1	51273662	51282720	Pilot_dr:LOC_000000017142	0	-	chr1	51273664	51274980	gene_id|ZFLNCT00822,ZFLNCT00823|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
chr1	51273662	51282720	Pilot_dr:LOC_000000017142	0	-	chr1	51282457	51282740	gene_id|ZFLNCT00823,ZFLNCT00822|gene_type|ZFLNC	.	-	 	 LiverRep1 	 Post-capture
